model,tuned,feature_num,baseline,accuracy,improvement,cv_std,tuning_params,cv_scores
dt,0,"2, 7",0.75754,0.7743,0.01675,0.03011,,"[0.77094972, 0.75418994, 0.74860335, 0.83240223, 0.76536313]"
dt,0,"2, 8",0.75754,0.78883,0.03129,0.03957,,"[0.79888268, 0.75977654, 0.74860335, 0.86033520, 0.77653631]"
dt,0,"2, 9",0.75754,0.7933,0.03576,0.03277,,"[0.79888268, 0.76536313, 0.77094972, 0.85474860, 0.77653631]"
dt,0,"2, 10",0.75754,0.77542,0.01788,0.03006,,"[0.77653631, 0.75418994, 0.74860335, 0.83240223, 0.76536313]"
dt,0,"2, 11",0.75754,0.78212,0.02458,0.03586,,"[0.78212291, 0.74301676, 0.77094972, 0.84916201, 0.76536313]"
dt,0,"3, 4",0.75754,0.79218,0.03464,0.03188,,"[0.79888268, 0.78212291, 0.75418994, 0.84916201, 0.77653631]"
dt,0,"3, 5",0.75754,0.77542,0.01788,0.02483,,"[0.77653631, 0.74860335, 0.75977654, 0.82122905, 0.77094972]"
dt,0,"3, 6",0.75754,0.7743,0.01675,0.03172,,"[0.78770950, 0.75977654, 0.73184358, 0.82681564, 0.76536313]"
dt,0,"3, 7",0.75754,0.77765,0.0201,0.03284,,"[0.79329609, 0.77094972, 0.72625698, 0.82681564, 0.77094972]"
dt,0,"3, 8",0.75754,0.79106,0.03351,0.03437,,"[0.79888268, 0.78212291, 0.74301676, 0.84916201, 0.78212291]"
dt,0,"3, 9",0.75754,0.79218,0.03464,0.03284,,"[0.79888268, 0.78212291, 0.74860335, 0.84916201, 0.78212291]"
dt,0,"3, 10",0.75754,0.77765,0.0201,0.03284,,"[0.79329609, 0.77094972, 0.72625698, 0.82681564, 0.77094972]"
dt,0,"3, 11",0.75754,0.7676,0.01005,0.03699,,"[0.77094972, 0.74860335, 0.73743017, 0.83798883, 0.74301676]"
dt,0,"4, 5",0.75754,0.81006,0.05252,0.0229,,"[0.79329609, 0.80446927, 0.79329609, 0.85474860, 0.80446927]"
dt,0,"4, 6",0.75754,0.79777,0.04022,0.02458,,"[0.79888268, 0.78770950, 0.77094972, 0.84357542, 0.78770950]"
dt,0,"4, 7",0.75754,0.8,0.04246,0.02582,,"[0.79888268, 0.79329609, 0.77653631, 0.84916201, 0.78212291]"
dt,0,"4, 8",0.75754,0.8,0.04246,0.02582,,"[0.79888268, 0.79329609, 0.77653631, 0.84916201, 0.78212291]"
dt,0,"4, 9",0.75754,0.8,0.04246,0.02582,,"[0.79888268, 0.79329609, 0.77653631, 0.84916201, 0.78212291]"
dt,0,"4, 10",0.75754,0.8,0.04246,0.02582,,"[0.79888268, 0.79329609, 0.77653631, 0.84916201, 0.78212291]"
dt,0,"4, 11",0.75754,0.79888,0.04134,0.02914,,"[0.79329609, 0.77094972, 0.78212291, 0.85474860, 0.79329609]"
dt,0,"5, 6",0.75754,0.78101,0.02346,0.02677,,"[0.75977654, 0.78212291, 0.76536313, 0.83240223, 0.76536313]"
dt,0,"5, 7",0.75754,0.79553,0.03798,0.02195,,"[0.77094972, 0.80446927, 0.79329609, 0.83240223, 0.77653631]"
dt,0,"5, 8",0.75754,0.80447,0.04693,0.0187,,"[0.78212291, 0.80446927, 0.79329609, 0.83798883, 0.80446927]"
dt,0,"5, 9",0.75754,0.81341,0.05586,0.02138,,"[0.79329609, 0.80446927, 0.80446927, 0.85474860, 0.81005587]"
dt,0,"5, 10",0.75754,0.79777,0.04022,0.02072,,"[0.77653631, 0.80446927, 0.79888268, 0.83240223, 0.77653631]"
dt,0,"5, 11",0.75754,0.79441,0.03686,0.01781,,"[0.77653631, 0.79888268, 0.78212291, 0.82681564, 0.78770950]"
dt,0,"6, 7",0.75754,0.78547,0.02793,0.02223,,"[0.78212291, 0.78212291, 0.77653631, 0.82681564, 0.75977654]"
dt,0,"6, 8",0.75754,0.79441,0.03686,0.0263,,"[0.79329609, 0.78770950, 0.76536313, 0.84357542, 0.78212291]"
dt,0,"6, 9",0.75754,0.8,0.04246,0.02246,,"[0.78770950, 0.78770950, 0.79888268, 0.84357542, 0.78212291]"
dt,0,"6, 10",0.75754,0.78771,0.03017,0.02235,,"[0.79329609, 0.78212291, 0.77653631, 0.82681564, 0.75977654]"
dt,0,"6, 11",0.75754,0.77989,0.02234,0.02883,,"[0.78212291, 0.75977654, 0.77653631, 0.83240223, 0.74860335]"
dt,0,"7, 8",0.75754,0.8,0.04246,0.02582,,"[0.79888268, 0.79329609, 0.77653631, 0.84916201, 0.78212291]"
dt,0,"7, 9",0.75754,0.80559,0.04805,0.02301,,"[0.79888268, 0.79329609, 0.80446927, 0.84916201, 0.78212291]"
dt,0,"7, 10",0.75754,0.79106,0.03351,0.01922,,"[0.79329609, 0.78212291, 0.78212291, 0.82681564, 0.77094972]"
dt,0,"7, 11",0.75754,0.78212,0.02458,0.02596,,"[0.77653631, 0.76536313, 0.77653631, 0.83240223, 0.75977654]"
dt,0,"8, 9",0.75754,0.8,0.04246,0.02582,,"[0.79888268, 0.79329609, 0.77653631, 0.84916201, 0.78212291]"
dt,0,"8, 10",0.75754,0.8,0.04246,0.02582,,"[0.79888268, 0.79329609, 0.77653631, 0.84916201, 0.78212291]"
dt,0,"8, 11",0.75754,0.79665,0.0391,0.03052,,"[0.79888268, 0.77653631, 0.77094972, 0.85474860, 0.78212291]"
dt,0,"9, 10",0.75754,0.80559,0.04805,0.02301,,"[0.79888268, 0.79329609, 0.80446927, 0.84916201, 0.78212291]"
dt,0,"9, 11",0.75754,0.80559,0.04805,0.02965,,"[0.80446927, 0.77653631, 0.80446927, 0.86033520, 0.78212291]"
dt,0,"10, 11",0.75754,0.78212,0.02458,0.02596,,"[0.77653631, 0.76536313, 0.77653631, 0.83240223, 0.75977654]"
dt,0,"1, 2, 3",0.75754,0.79106,0.03351,0.03437,,"[0.80446927, 0.75418994, 0.75977654, 0.84916201, 0.78770950]"
dt,0,"1, 2, 4",0.75754,0.79665,0.0391,0.03815,,"[0.80446927, 0.75977654, 0.76536313, 0.86592179, 0.78770950]"
dt,0,"1, 2, 5",0.75754,0.7933,0.03576,0.02029,,"[0.79888268, 0.76536313, 0.78212291, 0.82681564, 0.79329609]"
dt,0,"1, 2, 6",0.75754,0.78883,0.03129,0.03957,,"[0.79888268, 0.74860335, 0.75977654, 0.86033520, 0.77653631]"
dt,0,"1, 2, 7",0.75754,0.79218,0.03464,0.03341,,"[0.80446927, 0.75418994, 0.76536313, 0.84916201, 0.78770950]"
dt,0,"1, 2, 8",0.75754,0.79441,0.03686,0.03662,,"[0.81005587, 0.75418994, 0.75977654, 0.85474860, 0.79329609]"
dt,0,"1, 2, 9",0.75754,0.79106,0.03351,0.03815,,"[0.79888268, 0.75418994, 0.75977654, 0.86033520, 0.78212291]"
dt,0,"1, 2, 10",0.75754,0.7933,0.03576,0.03821,,"[0.80446927, 0.75418994, 0.75977654, 0.86033520, 0.78770950]"
dt,0,"1, 2, 11",0.75754,0.80112,0.04358,0.03896,,"[0.80446927, 0.75418994, 0.78212291, 0.87150838, 0.79329609]"
dt,0,"1, 3, 4",0.75754,0.79777,0.04022,0.03469,,"[0.78770950, 0.77653631, 0.77094972, 0.86592179, 0.78770950]"
dt,0,"1, 3, 5",0.75754,0.78771,0.03017,0.0337,,"[0.75418994, 0.78212291, 0.75418994, 0.84357542, 0.80446927]"
dt,0,"1, 3, 6",0.75754,0.78883,0.03129,0.03377,,"[0.77653631, 0.77094972, 0.75977654, 0.85474860, 0.78212291]"
dt,0,"1, 3, 7",0.75754,0.80112,0.04358,0.03031,,"[0.79329609, 0.77653631, 0.78212291, 0.86033520, 0.79329609]"
dt,0,"1, 3, 8",0.75754,0.80335,0.04581,0.03265,,"[0.78770950, 0.79329609, 0.77094972, 0.86592179, 0.79888268]"
dt,0,"1, 3, 9",0.75754,0.8,0.04246,0.03048,,"[0.78770950, 0.77653631, 0.78770950, 0.86033520, 0.78770950]"
dt,0,"1, 3, 10",0.75754,0.80223,0.04469,0.02969,,"[0.79329609, 0.77653631, 0.78770950, 0.86033520, 0.79329609]"
dt,0,"1, 3, 11",0.75754,0.79665,0.0391,0.03682,,"[0.79888268, 0.75977654, 0.77653631, 0.86592179, 0.78212291]"
dt,0,"1, 4, 5",0.75754,0.7933,0.03576,0.02914,,"[0.78770950, 0.77653631, 0.76536313, 0.84916201, 0.78770950]"
dt,0,"1, 4, 6",0.75754,0.7933,0.03576,0.03219,,"[0.78212291, 0.78212291, 0.75977654, 0.85474860, 0.78770950]"
dt,0,"1, 4, 7",0.75754,0.80112,0.04358,0.03072,,"[0.79329609, 0.78770950, 0.77094972, 0.86033520, 0.79329609]"
dt,0,"1, 4, 8",0.75754,0.80223,0.04469,0.02969,,"[0.79329609, 0.78770950, 0.77653631, 0.86033520, 0.79329609]"
dt,0,"1, 4, 9",0.75754,0.8,0.04246,0.03108,,"[0.78770950, 0.79329609, 0.77094972, 0.86033520, 0.78770950]"
dt,0,"1, 4, 10",0.75754,0.80223,0.04469,0.02969,,"[0.79329609, 0.78770950, 0.77653631, 0.86033520, 0.79329609]"
dt,0,"1, 4, 11",0.75754,0.80335,0.04581,0.03188,,"[0.79329609, 0.77653631, 0.78770950, 0.86592179, 0.79329609]"
dt,0,"1, 5, 6",0.75754,0.78436,0.02681,0.04052,,"[0.76536313, 0.77653631, 0.73184358, 0.85474860, 0.79329609]"
dt,0,"1, 5, 7",0.75754,0.79106,0.03351,0.03092,,"[0.78770950, 0.77094972, 0.75977654, 0.84916201, 0.78770950]"
dt,0,"1, 5, 8",0.75754,0.78436,0.02681,0.0284,,"[0.77653631, 0.77094972, 0.75418994, 0.83798883, 0.78212291]"
dt,0,"1, 5, 9",0.75754,0.79665,0.0391,0.02563,,"[0.79329609, 0.77094972, 0.77653631, 0.84357542, 0.79888268]"
dt,0,"1, 5, 10",0.75754,0.78994,0.03239,0.03112,,"[0.78212291, 0.77094972, 0.75977654, 0.84916201, 0.78770950]"
dt,0,"1, 5, 11",0.75754,0.7933,0.03576,0.02998,,"[0.78212291, 0.78212291, 0.75977654, 0.84916201, 0.79329609]"
dt,0,"1, 6, 7",0.75754,0.79888,0.04134,0.03444,,"[0.78770950, 0.77094972, 0.77653631, 0.86592179, 0.79329609]"
dt,0,"1, 6, 8",0.75754,0.80112,0.04358,0.03363,,"[0.78212291, 0.78770950, 0.77094972, 0.86592179, 0.79888268]"
dt,0,"1, 6, 9",0.75754,0.79665,0.0391,0.03508,,"[0.78212291, 0.77094972, 0.77653631, 0.86592179, 0.78770950]"
dt,0,"1, 6, 10",0.75754,0.8,0.04246,0.03377,,"[0.78770950, 0.77094972, 0.78212291, 0.86592179, 0.79329609]"
dt,0,"1, 6, 11",0.75754,0.79553,0.03798,0.03544,,"[0.79329609, 0.75418994, 0.77653631, 0.86033520, 0.79329609]"
dt,0,"1, 7, 8",0.75754,0.80223,0.04469,0.03031,,"[0.79329609, 0.79329609, 0.77094972, 0.86033520, 0.79329609]"
dt,0,"1, 7, 9",0.75754,0.80335,0.04581,0.02879,,"[0.79329609, 0.79329609, 0.78212291, 0.86033520, 0.78770950]"
dt,0,"1, 7, 10",0.75754,0.80782,0.05027,0.02682,,"[0.80446927, 0.79329609, 0.78770950, 0.86033520, 0.79329609]"
dt,0,"1, 7, 11",0.75754,0.8067,0.04915,0.03152,,"[0.81005587, 0.77653631, 0.78770950, 0.86592179, 0.79329609]"
dt,0,"1, 8, 9",0.75754,0.8,0.04246,0.03108,,"[0.78770950, 0.79329609, 0.77094972, 0.86033520, 0.78770950]"
dt,0,"1, 8, 10",0.75754,0.80335,0.04581,0.03006,,"[0.79888268, 0.79329609, 0.77094972, 0.86033520, 0.79329609]"
dt,0,"1, 8, 11",0.75754,0.8,0.04246,0.03505,,"[0.79888268, 0.77653631, 0.76536313, 0.86592179, 0.79329609]"
dt,0,"1, 9, 10",0.75754,0.80447,0.04693,0.02804,,"[0.79329609, 0.79329609, 0.78770950, 0.86033520, 0.78770950]"
dt,0,"1, 9, 11",0.75754,0.80223,0.04469,0.03268,,"[0.79888268, 0.77653631, 0.78212291, 0.86592179, 0.78770950]"
dt,0,"1, 10, 11",0.75754,0.8067,0.04915,0.03152,,"[0.81005587, 0.77653631, 0.78770950, 0.86592179, 0.79329609]"
dt,0,"2, 3, 4",0.75754,0.79218,0.03464,0.03796,,"[0.80446927, 0.76536313, 0.75418994, 0.86033520, 0.77653631]"
dt,0,"2, 3, 5",0.75754,0.77989,0.02234,0.01788,,"[0.78770950, 0.75977654, 0.76536313, 0.81005587, 0.77653631]"
dt,0,"2, 3, 6",0.75754,0.77095,0.01341,0.03139,,"[0.76536313, 0.74860335, 0.74860335, 0.83240223, 0.75977654]"
dt,0,"2, 3, 7",0.75754,0.7743,0.01675,0.03011,,"[0.77094972, 0.75418994, 0.74860335, 0.83240223, 0.76536313]"
dt,0,"2, 3, 8",0.75754,0.78883,0.03129,0.03957,,"[0.79888268, 0.75977654, 0.74860335, 0.86033520, 0.77653631]"
dt,0,"2, 3, 9",0.75754,0.7933,0.03576,0.03277,,"[0.79888268, 0.76536313, 0.77094972, 0.85474860, 0.77653631]"
dt,0,"2, 3, 10",0.75754,0.77542,0.01788,0.02922,,"[0.77094972, 0.75418994, 0.75418994, 0.83240223, 0.76536313]"
dt,0,"2, 3, 11",0.75754,0.78212,0.02458,0.03586,,"[0.78212291, 0.74301676, 0.77094972, 0.84916201, 0.76536313]"
dt,0,"2, 4, 5",0.75754,0.7933,0.03576,0.0209,,"[0.79888268, 0.78212291, 0.75977654, 0.82122905, 0.80446927]"
dt,0,"2, 4, 6",0.75754,0.79218,0.03464,0.03574,,"[0.81005587, 0.76536313, 0.76536313, 0.85474860, 0.76536313]"
dt,0,"2, 4, 7",0.75754,0.79106,0.03351,0.03766,,"[0.79888268, 0.76536313, 0.75418994, 0.86033520, 0.77653631]"
dt,0,"2, 4, 8",0.75754,0.79218,0.03464,0.03796,,"[0.80446927, 0.76536313, 0.75418994, 0.86033520, 0.77653631]"
dt,0,"2, 4, 9",0.75754,0.78994,0.03239,0.0388,,"[0.79888268, 0.76536313, 0.74860335, 0.86033520, 0.77653631]"
dt,0,"2, 4, 10",0.75754,0.79218,0.03464,0.03796,,"[0.80446927, 0.76536313, 0.75418994, 0.86033520, 0.77653631]"
dt,0,"2, 4, 11",0.75754,0.79553,0.03798,0.04068,,"[0.81564246, 0.75418994, 0.77094972, 0.86592179, 0.77094972]"
dt,0,"2, 5, 6",0.75754,0.77654,0.019,0.02029,,"[0.76536313, 0.76536313, 0.75977654, 0.81564246, 0.77653631]"
dt,0,"2, 5, 7",0.75754,0.77654,0.019,0.0187,,"[0.78212291, 0.75977654, 0.75977654, 0.81005587, 0.77094972]"
dt,0,"2, 5, 8",0.75754,0.78547,0.02793,0.02635,,"[0.79888268, 0.75977654, 0.74860335, 0.81564246, 0.80446927]"
dt,0,"2, 5, 9",0.75754,0.79553,0.03798,0.02412,,"[0.80446927, 0.75977654, 0.77653631, 0.82681564, 0.81005587]"
dt,0,"2, 5, 10",0.75754,0.7743,0.01675,0.01752,,"[0.77653631, 0.75977654, 0.75418994, 0.80446927, 0.77653631]"
dt,0,"2, 5, 11",0.75754,0.78547,0.02793,0.02279,,"[0.78770950, 0.75977654, 0.78212291, 0.82681564, 0.77094972]"
dt,0,"2, 6, 7",0.75754,0.77207,0.01453,0.03128,,"[0.77094972, 0.74860335, 0.74860335, 0.83240223, 0.75977654]"
dt,0,"2, 6, 8",0.75754,0.79441,0.03686,0.03845,,"[0.81564246, 0.75977654, 0.77094972, 0.86033520, 0.76536313]"
dt,0,"2, 6, 9",0.75754,0.7933,0.03576,0.03426,,"[0.79888268, 0.75418994, 0.78770950, 0.85474860, 0.77094972]"
dt,0,"2, 6, 10",0.75754,0.76983,0.01229,0.03168,,"[0.75977654, 0.74860335, 0.74860335, 0.83240223, 0.75977654]"
dt,0,"2, 6, 11",0.75754,0.78212,0.02458,0.03586,,"[0.78212291, 0.74301676, 0.77094972, 0.84916201, 0.76536313]"
dt,0,"2, 7, 8",0.75754,0.78883,0.03129,0.04111,,"[0.80446927, 0.75977654, 0.74301676, 0.86033520, 0.77653631]"
dt,0,"2, 7, 9",0.75754,0.79218,0.03464,0.03265,,"[0.79329609, 0.76536313, 0.77094972, 0.85474860, 0.77653631]"
dt,0,"2, 7, 10",0.75754,0.7743,0.01675,0.03011,,"[0.77094972, 0.75418994, 0.74860335, 0.83240223, 0.76536313]"
dt,0,"2, 7, 11",0.75754,0.78436,0.02681,0.03561,,"[0.78770950, 0.74301676, 0.77653631, 0.84916201, 0.76536313]"
dt,0,"2, 8, 9",0.75754,0.78771,0.03017,0.04075,,"[0.79888268, 0.75977654, 0.74301676, 0.86033520, 0.77653631]"
dt,0,"2, 8, 10",0.75754,0.78883,0.03129,0.03957,,"[0.79888268, 0.75977654, 0.74860335, 0.86033520, 0.77653631]"
dt,0,"2, 8, 11",0.75754,0.79106,0.03351,0.04278,,"[0.81005587, 0.74860335, 0.75977654, 0.86592179, 0.77094972]"
dt,0,"2, 9, 10",0.75754,0.7933,0.03576,0.03277,,"[0.79888268, 0.76536313, 0.77094972, 0.85474860, 0.77653631]"
dt,0,"2, 9, 11",0.75754,0.8,0.04246,0.03679,,"[0.81005587, 0.75977654, 0.78770950, 0.86592179, 0.77653631]"
dt,0,"2, 10, 11",0.75754,0.78212,0.02458,0.03586,,"[0.78212291, 0.74301676, 0.77094972, 0.84916201, 0.76536313]"
dt,0,"3, 4, 5",0.75754,0.79441,0.03686,0.02813,,"[0.78212291, 0.78770950, 0.75418994, 0.83798883, 0.81005587]"
dt,0,"3, 4, 6",0.75754,0.79218,0.03464,0.03188,,"[0.79888268, 0.78212291, 0.75418994, 0.84916201, 0.77653631]"
